Timestamp,State,state
2024-05-21 00:00:00,,1.0
2024-05-21 00:01:00,,1.0
2024-05-21 00:02:00,,1.0
2024-05-21 00:03:00,,1.0
2024-05-21 00:04:00,,1.0
2024-05-21 00:05:00,,1.0
2024-05-21 00:06:00,,1.0
2024-05-21 00:07:00,,1.0
2024-05-21 00:08:00,,1.0
2024-05-21 00:09:00,,1.0
2024-05-21 00:10:00,,1.0
2024-05-21 00:11:00,,1.0
2024-05-21 00:12:00,,1.0
2024-05-21 00:13:00,,1.0
2024-05-21 00:14:00,,1.0
2024-05-21 00:15:00,,1.0
2024-05-21 00:16:00,,1.0
2024-05-21 00:17:00,,1.0
2024-05-21 00:18:00,,1.0
2024-05-21 00:19:00,,1.0
2024-05-21 00:20:00,,1.0
2024-05-21 00:21:00,,1.0
2024-05-21 00:22:00,,1.0
2024-05-21 00:23:00,,1.0
2024-05-21 00:24:00,,1.0
2024-05-21 00:25:00,,1.0
2024-05-21 00:26:00,,1.0
2024-05-21 00:27:00,,1.0
2024-05-21 00:28:00,,1.0
2024-05-21 00:29:00,,1.0
2024-05-21 00:30:00,,1.0
2024-05-21 00:31:00,,1.0
2024-05-21 00:32:00,,1.0
2024-05-21 00:33:00,,1.0
2024-05-21 00:34:00,,1.0
2024-05-21 00:35:00,,1.0
2024-05-21 00:36:00,,1.0
2024-05-21 00:37:00,,1.0
2024-05-21 00:38:00,,1.0
2024-05-21 00:39:00,,1.0
2024-05-21 00:40:00,,1.0
2024-05-21 00:41:00,,1.0
2024-05-21 00:42:00,,1.0
2024-05-21 00:43:00,,1.0
2024-05-21 00:44:00,,1.0
2024-05-21 00:45:00,,1.0
2024-05-21 00:46:00,,1.0
2024-05-21 00:47:00,,1.0
2024-05-21 00:48:00,,1.0
2024-05-21 00:49:00,,1.0
2024-05-21 00:50:00,,1.0
2024-05-21 00:51:00,,1.0
2024-05-21 00:52:00,,1.0
2024-05-21 00:53:00,,1.0
2024-05-21 00:54:00,,1.0
2024-05-21 00:55:00,,1.0
2024-05-21 00:56:00,,1.0
2024-05-21 00:57:00,,1.0
2024-05-21 00:58:00,,1.0
2024-05-21 00:59:00,,1.0
2024-05-21 01:00:00,,1.0
2024-05-21 01:01:00,,1.0
2024-05-21 01:02:00,,1.0
2024-05-21 01:03:00,,1.0
2024-05-21 01:04:00,,1.0
2024-05-21 01:05:00,,1.0
2024-05-21 01:06:00,,1.0
2024-05-21 01:07:00,,1.0
2024-05-21 01:08:00,,1.0
2024-05-21 01:09:00,,1.0
2024-05-21 01:10:00,,1.0
2024-05-21 01:11:00,,1.0
2024-05-21 01:12:00,,1.0
2024-05-21 01:13:00,,1.0
2024-05-21 01:14:00,,1.0
2024-05-21 01:15:00,,1.0
2024-05-21 01:16:00,,1.0
2024-05-21 01:17:00,,1.0
2024-05-21 01:18:00,,1.0
2024-05-21 01:19:00,,1.0
2024-05-21 01:20:00,,1.0
2024-05-21 01:21:00,,0.9999999999999625
2024-05-21 01:22:00,,0.9955000000000375
2024-05-21 01:23:00,,0.9910000000000375
2024-05-21 01:24:00,,0.9865000000000376
2024-05-21 01:25:00,,0.9820000000000375
2024-05-21 01:26:00,,0.9775000000000376
2024-05-21 01:27:00,,0.9730000000000375
2024-05-21 01:28:00,,0.9685000000000376
2024-05-21 01:29:00,,0.9640000000000375
2024-05-21 01:30:00,,0.9595000000000375
2024-05-21 01:31:00,,0.9550000000000375
2024-05-21 01:32:00,,0.9505000000000375
2024-05-21 01:33:00,,0.9460000000000375
2024-05-21 01:34:00,,0.9415000000000375
2024-05-21 01:35:00,,0.9370000000000376
2024-05-21 01:36:00,,0.9325000000000375
2024-05-21 01:37:00,,0.9280000000000375
2024-05-21 01:38:00,,0.9235000000000375
2024-05-21 01:39:00,,0.9190000000000376
2024-05-21 01:40:00,,0.9145000000000375
2024-05-21 01:41:00,,0.9100000000000374
2024-05-21 01:42:00,,0.9055000000000375
2024-05-21 01:43:00,,0.9010000000000375
2024-05-21 01:44:00,,0.8965000000000375
2024-05-21 01:45:00,,0.8920000000000375
2024-05-21 01:46:00,,0.8875000000000375
2024-05-21 01:47:00,,0.8830000000000375
2024-05-21 01:48:00,,0.8785000000000375
2024-05-21 01:49:00,,0.8740000000000375
2024-05-21 01:50:00,,0.8695000000000375
2024-05-21 01:51:00,,0.8650000000000375
2024-05-21 01:52:00,,0.8605000000000376
2024-05-21 01:53:00,,0.8560000000000376
2024-05-21 01:54:00,,0.8515000000000376
2024-05-21 01:55:00,,0.8470000000000375
2024-05-21 01:56:00,,0.8425000000000376
2024-05-21 01:57:00,,0.8380000000000376
2024-05-21 01:58:00,,0.8335000000000377
2024-05-21 01:59:00,,0.8290000000000376
2024-05-21 02:00:00,,0.8245000000000375
2024-05-21 02:01:00,,0.8200000000000376
2024-05-21 02:02:00,,0.8155000000000376
2024-05-21 02:03:00,,0.8110000000000377
2024-05-21 02:04:00,,0.8065000000000376
2024-05-21 02:05:00,,0.8020000000000376
2024-05-21 02:06:00,,0.7975000000000376
2024-05-21 02:07:00,,0.7930000000000377
2024-05-21 02:08:00,,0.7885000000000376
2024-05-21 02:09:00,,0.7840000000000377
2024-05-21 02:10:00,,0.7795000000000376
2024-05-21 02:11:00,,0.7750000000000377
2024-05-21 02:12:00,,0.7705000000000377
2024-05-21 02:13:00,,0.7660000000000377
2024-05-21 02:14:00,,0.7615000000000377
2024-05-21 02:15:00,,0.7570000000000376
2024-05-21 02:16:00,,0.7525000000000377
2024-05-21 02:17:00,,0.7480000000000377
2024-05-21 02:18:00,,0.7435000000000377
2024-05-21 02:19:00,,0.7390000000000377
